[DEBUG] 2025-05-04 22:55:41.990 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2025-05-04 22:55:41.993 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2025-05-04 22:55:41.995 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2025-05-04 22:55:42.006 [main] Version - HHH000412: Hibernate ORM core version 5.6.15.Final
[DEBUG] 2025-05-04 22:55:42.007 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2025-05-04 22:55:42.119 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2025-05-04 22:55:42.120 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2025-05-04 22:55:42.123 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2025-05-04 22:55:42.234 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2025-05-04 22:55:42.242 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2025-05-04 22:55:42.243 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2025-05-04 22:55:43.246 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.Task:taskStatus]
[DEBUG] 2025-05-04 22:55:43.246 [main] SimpleValueBinder - building SimpleValue for taskStatus
[DEBUG] 2025-05-04 22:55:43.246 [main] PropertyBinder - Building property taskStatus
[DEBUG] 2025-05-04 22:55:43.246 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(tasks), mappingColumn=task_type, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.247 [main] PropertyBinder - MetadataSourceProcessor property taskType with lazy=false
[DEBUG] 2025-05-04 22:55:43.247 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.Task:taskType]
[DEBUG] 2025-05-04 22:55:43.247 [main] SimpleValueBinder - building SimpleValue for taskType
[DEBUG] 2025-05-04 22:55:43.247 [main] PropertyBinder - Building property taskType
[DEBUG] 2025-05-04 22:55:43.248 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='Users_user_id', referencedColumn='', mappedBy=''}
[DEBUG] 2025-05-04 22:55:43.249 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(tasks), mappingColumn=user, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.251 [main] PropertyBinder - Building property user
[DEBUG] 2025-05-04 22:55:43.255 [main] AnnotationBinder - Binding entity from annotated class: roomley.entities.User
[DEBUG] 2025-05-04 22:55:43.255 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2025-05-04 22:55:43.255 [main] EntityBinder - Import with entity name User
[DEBUG] 2025-05-04 22:55:43.255 [main] EntityBinder - Bind entity roomley.entities.User on table users
[DEBUG] 2025-05-04 22:55:43.258 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=user_id, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.258 [main] ClassLoaderAccessImpl - Not known whether passed class name [roomley.entities.User] is safe
[DEBUG] 2025-05-04 22:55:43.258 [main] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : roomley.entities.User
[DEBUG] 2025-05-04 22:55:43.258 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2025-05-04 22:55:43.258 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.User:id]
[DEBUG] 2025-05-04 22:55:43.258 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2025-05-04 22:55:43.258 [main] PropertyBinder - Building property id
[DEBUG] 2025-05-04 22:55:43.258 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(user_id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2025-05-04 22:55:43.259 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=Households_household_id, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.259 [main] PropertyBinder - MetadataSourceProcessor property householdId with lazy=false
[DEBUG] 2025-05-04 22:55:43.259 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.User:householdId]
[DEBUG] 2025-05-04 22:55:43.259 [main] SimpleValueBinder - building SimpleValue for householdId
[DEBUG] 2025-05-04 22:55:43.259 [main] PropertyBinder - Building property householdId
[DEBUG] 2025-05-04 22:55:43.259 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=password, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.259 [main] PropertyBinder - MetadataSourceProcessor property password with lazy=false
[DEBUG] 2025-05-04 22:55:43.259 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.User:password]
[DEBUG] 2025-05-04 22:55:43.259 [main] SimpleValueBinder - building SimpleValue for password
[DEBUG] 2025-05-04 22:55:43.259 [main] PropertyBinder - Building property password
[DEBUG] 2025-05-04 22:55:43.259 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2025-05-04 22:55:43.259 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=task, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.261 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=null, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.273 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=element, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.273 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=task_KEY, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.274 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='task_KEY', referencedColumn='null', mappedBy='null'}
[DEBUG] 2025-05-04 22:55:43.274 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2025-05-04 22:55:43.274 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2025-05-04 22:55:43.274 [main] CollectionBinder - Collection role: roomley.entities.User.task
[DEBUG] 2025-05-04 22:55:43.275 [main] PropertyBinder - Building property task
[DEBUG] 2025-05-04 22:55:43.275 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=birthdate, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.275 [main] PropertyBinder - MetadataSourceProcessor property userBirthDate with lazy=false
[DEBUG] 2025-05-04 22:55:43.275 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.User:userBirthDate]
[DEBUG] 2025-05-04 22:55:43.275 [main] SimpleValueBinder - building SimpleValue for userBirthDate
[DEBUG] 2025-05-04 22:55:43.275 [main] PropertyBinder - Building property userBirthDate
[DEBUG] 2025-05-04 22:55:43.275 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=email, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.275 [main] PropertyBinder - MetadataSourceProcessor property userEmail with lazy=false
[DEBUG] 2025-05-04 22:55:43.276 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.User:userEmail]
[DEBUG] 2025-05-04 22:55:43.276 [main] SimpleValueBinder - building SimpleValue for userEmail
[DEBUG] 2025-05-04 22:55:43.276 [main] PropertyBinder - Building property userEmail
[DEBUG] 2025-05-04 22:55:43.276 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=first_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.276 [main] PropertyBinder - MetadataSourceProcessor property userFirstName with lazy=false
[DEBUG] 2025-05-04 22:55:43.276 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.User:userFirstName]
[DEBUG] 2025-05-04 22:55:43.276 [main] SimpleValueBinder - building SimpleValue for userFirstName
[DEBUG] 2025-05-04 22:55:43.276 [main] PropertyBinder - Building property userFirstName
[DEBUG] 2025-05-04 22:55:43.276 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=household, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.276 [main] PropertyBinder - MetadataSourceProcessor property userHousehold with lazy=false
[DEBUG] 2025-05-04 22:55:43.276 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.User:userHousehold]
[DEBUG] 2025-05-04 22:55:43.276 [main] SimpleValueBinder - building SimpleValue for userHousehold
[DEBUG] 2025-05-04 22:55:43.276 [main] PropertyBinder - Building property userHousehold
[DEBUG] 2025-05-04 22:55:43.276 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=last_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.276 [main] PropertyBinder - MetadataSourceProcessor property userLastName with lazy=false
[DEBUG] 2025-05-04 22:55:43.276 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.User:userLastName]
[DEBUG] 2025-05-04 22:55:43.276 [main] SimpleValueBinder - building SimpleValue for userLastName
[DEBUG] 2025-05-04 22:55:43.276 [main] PropertyBinder - Building property userLastName
[DEBUG] 2025-05-04 22:55:43.276 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=user_level, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.276 [main] PropertyBinder - MetadataSourceProcessor property userLevel with lazy=false
[DEBUG] 2025-05-04 22:55:43.276 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.User:userLevel]
[DEBUG] 2025-05-04 22:55:43.276 [main] SimpleValueBinder - building SimpleValue for userLevel
[DEBUG] 2025-05-04 22:55:43.276 [main] PropertyBinder - Building property userLevel
[DEBUG] 2025-05-04 22:55:43.276 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=user_type, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.276 [main] PropertyBinder - MetadataSourceProcessor property userType with lazy=false
[DEBUG] 2025-05-04 22:55:43.276 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.User:userType]
[DEBUG] 2025-05-04 22:55:43.276 [main] SimpleValueBinder - building SimpleValue for userType
[DEBUG] 2025-05-04 22:55:43.276 [main] PropertyBinder - Building property userType
[DEBUG] 2025-05-04 22:55:43.276 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=username, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.276 [main] PropertyBinder - MetadataSourceProcessor property username with lazy=false
[DEBUG] 2025-05-04 22:55:43.276 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.User:username]
[DEBUG] 2025-05-04 22:55:43.276 [main] SimpleValueBinder - building SimpleValue for username
[DEBUG] 2025-05-04 22:55:43.276 [main] PropertyBinder - Building property username
[DEBUG] 2025-05-04 22:55:43.277 [main] SimpleValueBinder - Starting fillSimpleValue for taskId
[DEBUG] 2025-05-04 22:55:43.277 [main] SimpleValueBinder - Starting fillSimpleValue for taskDescription
[DEBUG] 2025-05-04 22:55:43.277 [main] SimpleValueBinder - Starting fillSimpleValue for taskName
[DEBUG] 2025-05-04 22:55:43.277 [main] SimpleValueBinder - Starting fillSimpleValue for taskStatus
[DEBUG] 2025-05-04 22:55:43.277 [main] SimpleValueBinder - Starting fillSimpleValue for taskType
[DEBUG] 2025-05-04 22:55:43.278 [main] SimpleValueBinder - Starting fillSimpleValue for id
[DEBUG] 2025-05-04 22:55:43.278 [main] SimpleValueBinder - Starting fillSimpleValue for householdId
[DEBUG] 2025-05-04 22:55:43.278 [main] SimpleValueBinder - Starting fillSimpleValue for password
[DEBUG] 2025-05-04 22:55:43.278 [main] SimpleValueBinder - Starting fillSimpleValue for userBirthDate
[DEBUG] 2025-05-04 22:55:43.278 [main] SimpleValueBinder - Starting fillSimpleValue for userEmail
[DEBUG] 2025-05-04 22:55:43.278 [main] SimpleValueBinder - Starting fillSimpleValue for userFirstName
[DEBUG] 2025-05-04 22:55:43.278 [main] SimpleValueBinder - Starting fillSimpleValue for userHousehold
[DEBUG] 2025-05-04 22:55:43.278 [main] SimpleValueBinder - Starting fillSimpleValue for userLastName
[DEBUG] 2025-05-04 22:55:43.278 [main] SimpleValueBinder - Starting fillSimpleValue for userLevel
[DEBUG] 2025-05-04 22:55:43.278 [main] SimpleValueBinder - Starting fillSimpleValue for userType
[DEBUG] 2025-05-04 22:55:43.278 [main] SimpleValueBinder - Starting fillSimpleValue for username
[DEBUG] 2025-05-04 22:55:43.279 [main] PrimaryKey - Forcing column [task_id] to be non-null as it is part of the primary key for table [tasks]
[DEBUG] 2025-05-04 22:55:43.280 [main] PrimaryKey - Forcing column [user_id] to be non-null as it is part of the primary key for table [users]
[DEBUG] 2025-05-04 22:55:43.280 [main] CollectionSecondPass - Second pass for collection: roomley.entities.User.task
[DEBUG] 2025-05-04 22:55:43.280 [main] CollectionBinder - Binding a OneToMany: roomley.entities.User.task through a foreign key
[DEBUG] 2025-05-04 22:55:43.280 [main] CollectionBinder - Mapping collection: roomley.entities.User.task -> tasks
[DEBUG] 2025-05-04 22:55:43.281 [main] TableBinder - Retrieving property roomley.entities.Task.user
[DEBUG] 2025-05-04 22:55:43.281 [main] CollectionSecondPass - Mapped collection key: Users_user_id, one-to-many: roomley.entities.Task
[DEBUG] 2025-05-04 22:55:43.281 [main] InFlightMetadataCollectorImpl - Resolving reference to class: roomley.entities.User
[DEBUG] 2025-05-04 22:55:43.282 [main] InFlightMetadataCollectorImpl - Resolving reference to class: roomley.entities.User
[DEBUG] 2025-05-04 22:55:43.304 [main] SessionFactoryImpl - Building session factory
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - SessionFactory name : null
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Automatic flush during beforeCompletion(): enabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Automatic session close at end of transaction: disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Statistics: disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Deleted entity synthetic identifier rollback: disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Default entity-mode: pojo
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Allow initialization of lazy state outside session : disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Using BatchFetchStyle : LEGACY
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Default batch fetch size: -1
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Maximum outer join fetch depth: 2
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Default null ordering: NONE
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Order SQL updates by primary key: disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Order SQL inserts for batching: disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - multi-tenancy strategy : NONE
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - JTA Track by Thread: enabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Query language substitutions: {}
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Named query checking : enabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Second-level cache: disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Second-level query cache: disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Second-level query cache factory: null
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Second-level cache region prefix: null
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Optimize second-level cache for minimal puts: disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Structured second-level cache entries: disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Second-level cache direct-reference entries: disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Automatic eviction of collection cache: disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - JDBC batch size: 15
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - JDBC batch updates for versioned data: enabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Scrollable result sets: enabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Wrap result sets: disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - JDBC3 getGeneratedKeys(): enabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - JDBC result set fetch size: null
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Connection release mode: AFTER_TRANSACTION
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - Generate SQL with comments: disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - JPA compliance - query : disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - JPA compliance - closed-handling : disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - JPA compliance - lists : disabled
[DEBUG] 2025-05-04 22:55:43.304 [main] Settings - JPA compliance - transactions : disabled
[DEBUG] 2025-05-04 22:55:43.333 [main] SessionFactoryServiceRegistryImpl - EventListenerRegistry access via ServiceRegistry is deprecated.  Use `sessionFactory.getEventEngine().getListenerRegistry()` instead
[DEBUG] 2025-05-04 22:55:43.333 [main] SessionFactoryServiceRegistryImpl - EventListenerRegistry access via ServiceRegistry is deprecated.  Use `sessionFactory.getEventEngine().getListenerRegistry()` instead
[DEBUG] 2025-05-04 22:55:43.340 [main] SessionFactoryImpl - Session factory constructed with filter configurations : {}
[DEBUG] 2025-05-04 22:55:43.340 [main] SessionFactoryImpl - Instantiating session factory with properties: {java.specification.version=24, sun.cpu.isalist=amd64, hibernate.c3p0.idle_test_period=3000, sun.jnu.encoding=Cp1252, hibernate.dialect=org.hibernate.dialect.MySQLDialect, hibernate.c3p0.min_size=5, java.class.path=C:\Program Files\JetBrains\IntelliJ IDEA 2024.3.5\lib\idea_rt.jar;C:\Program Files\JetBrains\IntelliJ IDEA 2024.3.5\plugins\junit\lib\junit5-rt.jar;C:\Program Files\JetBrains\IntelliJ IDEA 2024.3.5\plugins\junit\lib\junit-rt.jar;C:\Users\Andrew\IdeaProjects\Roomley\target\test-classes;C:\Users\Andrew\IdeaProjects\Roomley\target\classes;C:\Users\Andrew\.m2\repository\mysql\mysql-connector-java\8.0.23\mysql-connector-java-8.0.23.jar;C:\Users\Andrew\.m2\repository\com\google\protobuf\protobuf-java\3.11.4\protobuf-java-3.11.4.jar;C:\Users\Andrew\.m2\repository\org\hibernate\hibernate-core\5.6.15.Final\hibernate-core-5.6.15.Final.jar;C:\Users\Andrew\.m2\repository\org\jboss\logging\jboss-logging\3.4.3.Final\jboss-logging-3.4.3.Final.jar;C:\Users\Andrew\.m2\repository\javax\persistence\javax.persistence-api\2.2\javax.persistence-api-2.2.jar;C:\Users\Andrew\.m2\repository\net\bytebuddy\byte-buddy\1.12.18\byte-buddy-1.12.18.jar;C:\Users\Andrew\.m2\repository\antlr\antlr\2.7.7\antlr-2.7.7.jar;C:\Users\Andrew\.m2\repository\org\jboss\spec\javax\transaction\jboss-transaction-api_1.2_spec\1.1.1.Final\jboss-transaction-api_1.2_spec-1.1.1.Final.jar;C:\Users\Andrew\.m2\repository\org\jboss\jandex\2.4.2.Final\jandex-2.4.2.Final.jar;C:\Users\Andrew\.m2\repository\com\fasterxml\classmate\1.5.1\classmate-1.5.1.jar;C:\Users\Andrew\.m2\repository\javax\activation\javax.activation-api\1.2.0\javax.activation-api-1.2.0.jar;C:\Users\Andrew\.m2\repository\org\hibernate\common\hibernate-commons-annotations\5.1.2.Final\hibernate-commons-annotations-5.1.2.Final.jar;C:\Users\Andrew\.m2\repository\javax\xml\bind\jaxb-api\2.3.1\jaxb-api-2.3.1.jar;C:\Users\Andrew\.m2\repository\org\glassfish\jaxb\jaxb-runtime\2.3.1\jaxb-runtime-2.3.1.jar;C:\Users\Andrew\.m2\repository\org\glassfish\jaxb\txw2\2.3.1\txw2-2.3.1.jar;C:\Users\Andrew\.m2\repository\com\sun\istack\istack-commons-runtime\3.0.7\istack-commons-runtime-3.0.7.jar;C:\Users\Andrew\.m2\repository\org\jvnet\staxex\stax-ex\1.8\stax-ex-1.8.jar;C:\Users\Andrew\.m2\repository\com\sun\xml\fastinfoset\FastInfoset\1.2.15\FastInfoset-1.2.15.jar;C:\Users\Andrew\.m2\repository\org\junit\platform\junit-platform-commons\1.7.0\junit-platform-commons-1.7.0.jar;C:\Users\Andrew\.m2\repository\org\apiguardian\apiguardian-api\1.1.0\apiguardian-api-1.1.0.jar;C:\Users\Andrew\.m2\repository\org\junit\platform\junit-platform-runner\1.0.0\junit-platform-runner-1.0.0.jar;C:\Users\Andrew\.m2\repository\org\junit\platform\junit-platform-launcher\1.0.0\junit-platform-launcher-1.0.0.jar;C:\Users\Andrew\.m2\repository\org\junit\platform\junit-platform-suite-api\1.0.0\junit-platform-suite-api-1.0.0.jar;C:\Users\Andrew\.m2\repository\org\junit\vintage\junit-vintage-engine\4.12.0\junit-vintage-engine-4.12.0.jar;C:\Users\Andrew\.m2\repository\org\junit\platform\junit-platform-engine\1.0.0\junit-platform-engine-1.0.0.jar;C:\Users\Andrew\.m2\repository\org\opentest4j\opentest4j\1.0.0\opentest4j-1.0.0.jar;C:\Users\Andrew\.m2\repository\org\junit\jupiter\junit-jupiter-engine\5.0.0\junit-jupiter-engine-5.0.0.jar;C:\Users\Andrew\.m2\repository\org\junit\jupiter\junit-jupiter-api\5.0.0\junit-jupiter-api-5.0.0.jar;C:\Users\Andrew\.m2\repository\junit\junit\4.12\junit-4.12.jar;C:\Users\Andrew\.m2\repository\org\hamcrest\hamcrest-core\1.3\hamcrest-core-1.3.jar;C:\Users\Andrew\.m2\repository\javax\javaee-web-api\7.0\javaee-web-api-7.0.jar;C:\Users\Andrew\.m2\repository\javax\servlet\jstl\1.2\jstl-1.2.jar;C:\Users\Andrew\.m2\repository\org\apache\taglibs\taglibs-standard-impl\1.2.5\taglibs-standard-impl-1.2.5.jar;C:\Users\Andrew\.m2\repository\org\apache\taglibs\taglibs-standard-spec\1.2.5\taglibs-standard-spec-1.2.5.jar;C:\Users\Andrew\.m2\repository\org\apache\logging\log4j\log4j-api\2.10.0\log4j-api-2.10.0.jar;C:\Users\Andrew\.m2\repository\org\apache\logging\log4j\log4j-core\2.10.0\log4j-core-2.10.0.jar;C:\Users\Andrew\.m2\repository\com\auth0\java-jwt\3.4.1\java-jwt-3.4.1.jar;C:\Users\Andrew\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.9.7\jackson-databind-2.9.7.jar;C:\Users\Andrew\.m2\repository\com\fasterxml\jackson\core\jackson-annotations\2.9.0\jackson-annotations-2.9.0.jar;C:\Users\Andrew\.m2\repository\com\fasterxml\jackson\core\jackson-core\2.9.7\jackson-core-2.9.7.jar;C:\Users\Andrew\.m2\repository\commons-codec\commons-codec\1.11\commons-codec-1.11.jar;C:\Users\Andrew\.m2\repository\org\json\json\20170516\json-20170516.jar;C:\Users\Andrew\.m2\repository\commons-io\commons-io\2.11.0\commons-io-2.11.0.jar;C:\Users\Andrew\.m2\repository\javax\servlet\javax.servlet-api\4.0.1\javax.servlet-api-4.0.1.jar, kotlinx.coroutines.debug.enable.mutable.state.flows.stack.trace=true, java.vm.vendor=Oracle Corporation, sun.arch.data.model=64, idea.test.cyclic.buffer.size=1048576, user.variant=, java.vendor.url=https://java.oracle.com/, user.timezone=America/Chicago, java.vm.specification.version=24, os.name=Windows 10, sun.java.launcher=SUN_STANDARD, user.country=US, sun.boot.library.path=C:\Users\Andrew\.jdks\openjdk-24\bin, sun.java.command=com.intellij.rt.junit.JUnitStarter -ideVersion5 -junit5 roomley.persistence.TaskDaoTest, jdk.debug=release, sun.cpu.endian=little, user.home=C:\Users\Andrew, hibernate.c3p0.max_statements=50, user.language=en, sun.stderr.encoding=UTF-8, java.specification.vendor=Oracle Corporation, java.version.date=2025-03-18, java.home=C:\Users\Andrew\.jdks\openjdk-24, file.separator=\, java.vm.compressedOopsMode=Zero based, line.separator=
